source_id	source_name	human_classification	canonical_taxid	canonical_taxon_name	lookup_name
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	471184	Macaca fascicularis papillomavirus 6	Macaca fascicularis papillomavirus 6
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	471185	Macaca fascicularis papillomavirus 7	Macaca fascicularis papillomavirus 7
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	471186	Macaca fascicularis papillomavirus 8	Macaca fascicularis papillomavirus 8
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	524652	Macaca fascicularis papillomavirus 9	Macaca fascicularis papillomavirus 9
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	524653	Macaca fascicularis papillomavirus 10	Macaca fascicularis papillomavirus 10
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	656889	Macaca fascicularis papillomavirus 11	Macaca fascicularis papillomavirus 11
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	673323	Human papillomavirus 125	Human papillomavirus 125
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	69986	Human papillomavirus 77	Human papillomavirus 77
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	720708	Human papillomavirus 117	Human papillomavirus 117
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	931244	Alphapapillomavirus 14	106 (Alphapapillomavirus 14)
c1f956df-5f94-e511-814c-000c2902c387	Alphapapillomavirus 1-14	RG2	931244	Alphapapillomavirus 14	Human papillomaviruses 71
c26f41f1-5f94-e511-814c-000c2902c387	Orthobunyavirus koongoli	RG2	3052408	Orthobunyavirus koongoli	Koongol orthobunyavirus
c26f41f1-5f94-e511-814c-000c2902c387	Orthobunyavirus koongoli	RG2	3052408	Orthobunyavirus koongoli	Koongol virus
c26f41f1-5f94-e511-814c-000c2902c387	Orthobunyavirus koongoli	RG2	3052408	Orthobunyavirus koongoli	Wongal virus
c38e6bc1-5f94-e511-814c-000c2902c387	Orthoflavivirus dakarense	RG2	3047790	Orthoflavivirus dakarense	Dakar bat virus
c3fa69c7-5f94-e511-814c-000c2902c387	Orthonairovirus esteroense	RG3	3052516	Orthonairovirus esteroense	Estero Real orthobunyavirus
c3fa69c7-5f94-e511-814c-000c2902c387	Orthonairovirus esteroense	RG3	3052516	Orthonairovirus esteroense	Estero Real virus
c40f6d49-ffe3-e711-8113-0050568253d3	Betabaculovirus clanachoretae	RG1	3047762	Betabaculovirus clanachoretae	Clostera anachoreta granulovirus
c41050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae (H1N1)pdm09	RG2	114727	H1N1 subtype	Alphainfluenzavirus influenzae (H1N1)pdm09
c49a3d19-4223-ef11-8175-0050568253d3	Equine parapoxvirus	RG2	1686431	Equine parapoxvirus	Horse parapox virus
c6883203-6094-e511-814c-000c2902c387	Betacoronavirus muris	RG2	3433759	Betacoronavirus muris	Betacoronavirus muris
c6c46dbb-5f94-e511-814c-000c2902c387	Coltivirus dermacentoris	RG2	3428066	Coltivirus dermacentoris	Coltivirus dermacentoris
c6c9eb44-6094-e511-814c-000c2902c387	Alphavirus whataroa	RG2	3426324	Alphavirus whataroa	Alphavirus whataroa
c71d072d-6094-e511-814c-000c2902c387	Orthohantavirus sangassouense	RG3	3052496	Orthohantavirus sangassouense	Sangassou orthohantavirus
c71d072d-6094-e511-814c-000c2902c387	Orthohantavirus sangassouense	RG3	3052496	Orthohantavirus sangassouense	Sangassou virus
c77a181b-6094-e511-814c-000c2902c387	Vesiculovirus perinet	RG3	1972569	Vesiculovirus perinet	Perinet vesiculovirus
c77a181b-6094-e511-814c-000c2902c387	Vesiculovirus perinet	RG3	1972569	Vesiculovirus perinet	Perinet virus
c7f856df-5f94-e511-814c-000c2902c387	Varicellovirus humanalpha3	RG2	3050294	Varicellovirus humanalpha3	Human alphaherpesvirus 3
c7f856df-5f94-e511-814c-000c2902c387	Varicellovirus humanalpha3	RG2	3050294	Varicellovirus humanalpha3	Human herpesvirus 3
c7f856df-5f94-e511-814c-000c2902c387	Varicellovirus humanalpha3	RG2	3050294	Varicellovirus humanalpha3	Varicella Zoster virus (VZV)
c83647eb-5f94-e511-814c-000c2902c387	Orthobunyavirus kaengkhoiense	RG2	3052404	Orthobunyavirus kaengkhoiense	Kaeng Khoi orthobunyavirus
c83647eb-5f94-e511-814c-000c2902c387	Orthobunyavirus kaengkhoiense	RG2	3052404	Orthobunyavirus kaengkhoiense	Kaeng Khoi virus
c87041f1-5f94-e511-814c-000c2902c387	Orthoflavivirus kyasanurense (Kyasanur Forest disease virus)	RG4	33743	Kyasanur Forest disease virus	Orthoflavivirus kyasanurense (Kyasanur Forest disease virus)
c88982a3-5f94-e511-814c-000c2902c387	Lyssavirus australis	RG3	90961	Lyssavirus australis	Australian bat lyssavirus
c8effa38-6094-e511-814c-000c2902c387	Orthonairovirus tomdiense	RG3	3052538	Orthonairovirus tomdiense	Tamdy orthonairovirus
c8effa38-6094-e511-814c-000c2902c387	Orthonairovirus tomdiense	RG3	3052538	Orthonairovirus tomdiense	Tamdy virus
c92a7fa9-5f94-e511-814c-000c2902c387	Seadornavirus bannaense	RG2	3240447	Seadornavirus bannaense	Banna virus
c9e03cf7-5f94-e511-814c-000c2902c387	Simplexvirus macacinealpha1	RG4	10325	Macacine alphaherpesvirus 1	Herpes B virus (Cercopithecine herpes virus 1)
c9e03cf7-5f94-e511-814c-000c2902c387	Simplexvirus macacinealpha1	RG4	3050305	Simplexvirus macacinealpha1	Herpesvirus simiae
c9e03cf7-5f94-e511-814c-000c2902c387	Simplexvirus macacinealpha1	RG4	3050305	Simplexvirus macacinealpha1	Macacine alphaherpesvirus 1
c9e03cf7-5f94-e511-814c-000c2902c387	Simplexvirus macacinealpha1	RG4	3050305	Simplexvirus macacinealpha1	Macacine herpesvirus Type 1
c9e03cf7-5f94-e511-814c-000c2902c387	Simplexvirus macacinealpha1	RG4	3050305	Simplexvirus macacinealpha1	Monkey B Virus
ca0f3fab-cb91-ed11-8161-0050568253d3	Alphainfluenzavirus influenzae H10N8	RG3	286285	H10N8 subtype	Alphainfluenzavirus influenzae H10N8
ca853203-6094-e511-814c-000c2902c387	Lyssavirus mokola	RG3	12538	Lyssavirus mokola	Mokola lyssavirus
ca853203-6094-e511-814c-000c2902c387	Lyssavirus mokola	RG3	12538	Lyssavirus mokola	Mokola virus
cafc69c7-5f94-e511-814c-000c2902c387	Gammaretrovirus felleu	RG1	3428951	Gammaretrovirus felleu	Feline lymphosarcoma virus
cafc69c7-5f94-e511-814c-000c2902c387	Gammaretrovirus felleu	RG1	3428951	Gammaretrovirus felleu	Gammaretrovirus felleu
cb435e60-a80f-ee11-8167-0050568253d3	Parahenipavirus langyaense	RG3	3431360	Parahenipavirus langyaense	Parahenipavirus langyaense
cb8882a3-5f94-e511-814c-000c2902c387	Orthohantavirus andesense	RG3	1980456	Orthohantavirus andesense	Andes orthohantavirus
cb8882a3-5f94-e511-814c-000c2902c387	Orthohantavirus andesense	RG3	1980456	Orthohantavirus andesense	Andes virus
cb8882a3-5f94-e511-814c-000c2902c387	Orthohantavirus andesense	RG3	1980456	Orthohantavirus andesense	Castelo dos Sonhos virus
cb8882a3-5f94-e511-814c-000c2902c387	Orthohantavirus andesense	RG3	1980456	Orthohantavirus andesense	Lechiguanas virus
cb8882a3-5f94-e511-814c-000c2902c387	Orthohantavirus andesense	RG3	1980456	Orthohantavirus andesense	Oran virus
cb8882a3-5f94-e511-814c-000c2902c387	Orthohantavirus andesense	RG3	1980456	Orthohantavirus andesense	Pergamino virus
cbf756df-5f94-e511-814c-000c2902c387	Mamastrovirus hominis	RG2	3430629	Mamastrovirus hominis	Human astrovirus
cbf756df-5f94-e511-814c-000c2902c387	Mamastrovirus hominis	RG2	3430629	Mamastrovirus hominis	Mamastrovirus hominis
cc191221-6094-e511-814c-000c2902c387	Orthoflavivirus powassanense	RG3	3048287	Orthoflavivirus powassanense	Deer tick virus
cc191221-6094-e511-814c-000c2902c387	Orthoflavivirus powassanense	RG3	3048287	Orthoflavivirus powassanense	Flavivirus powassan
cc191221-6094-e511-814c-000c2902c387	Orthoflavivirus powassanense	RG3	3048287	Orthoflavivirus powassanense	Powassan virus
cc1d5fd9-5f94-e511-814c-000c2902c387	Orthohepacivirus hominis	RG2	3052230	Orthohepacivirus hominis	Hepatitis C virus
cc1d5fd9-5f94-e511-814c-000c2902c387	Orthohepacivirus hominis	RG2	3052230	Orthohepacivirus hominis	Hepatitis C virus JFH-1 strain
cc1d5fd9-5f94-e511-814c-000c2902c387	Orthohepacivirus hominis	RG2	3052230	Orthohepacivirus hominis	Orthohepacivirus hominis
cc7341f1-5f94-e511-814c-000c2902c387	Ledantevirus ledantec	RG2	1978540	Ledantevirus ledantec	Le Dantec ledantevirus
cc7341f1-5f94-e511-814c-000c2902c387	Ledantevirus ledantec	RG2	1978540	Ledantevirus ledantec	Le Dantec virus
cc906bc1-5f94-e511-814c-000c2902c387	Alphavirus eastern	RG3	3426299	Alphavirus eastern	Alphavirus eastern
cc957daf-5f94-e511-814c-000c2902c387	Simplexvirus bovinealpha2	RG1	3050244	Simplexvirus bovinealpha2	Allerton virus
cc957daf-5f94-e511-814c-000c2902c387	Simplexvirus bovinealpha2	RG1	3050244	Simplexvirus bovinealpha2	Bovine alphaherpesvirus 2
cc957daf-5f94-e511-814c-000c2902c387	Simplexvirus bovinealpha2	RG1	3050244	Simplexvirus bovinealpha2	Bovine herpesvirus type 2
cc957daf-5f94-e511-814c-000c2902c387	Simplexvirus bovinealpha2	RG1	3050244	Simplexvirus bovinealpha2	Bovine mammillitis virus
cc957daf-5f94-e511-814c-000c2902c387	Simplexvirus bovinealpha2	RG1	3050244	Simplexvirus bovinealpha2	Mammillitis virus
cc957daf-5f94-e511-814c-000c2902c387	Simplexvirus bovinealpha2	RG1	3050244	Simplexvirus bovinealpha2	bovine ulcerative mammillitis virus
ccf969c7-5f94-e511-814c-000c2902c387	Lentivirus equinfane	RG1	3418648	Lentivirus equinfane	Lentivirus equinfane
cd1b1221-6094-e511-814c-000c2902c387	Lyssavirus rabies	RG3	11292	Lyssavirus rabies	Rabies lyssavirus
cd1b1221-6094-e511-814c-000c2902c387	Lyssavirus rabies	RG3	11292	Lyssavirus rabies	Rabies virus
cd1b1221-6094-e511-814c-000c2902c387	Lyssavirus rabies	RG3	11292	Lyssavirus rabies	Rabies virus genotype 1
cd9d60cd-5f94-e511-814c-000c2902c387	Alphavirus getah	RG2	3426303	Alphavirus getah	Alphavirus getah
ce31cefb-261e-e811-8116-0050568253d3	Circovirus porcine2	RG1	3048279	Circovirus porcine2	Porcine circovirus 2
ce37280f-6094-e511-814c-000c2902c387	Orthobunyavirus oropoucheense	RG3	3052429	Orthobunyavirus oropoucheense	Oropouche orthobunyavirus
ce37280f-6094-e511-814c-000c2902c387	Orthobunyavirus oropoucheense	RG3	3052429	Orthobunyavirus oropoucheense	Oropouche virus
ce5775b5-5f94-e511-814c-000c2902c387	Lentivirus capartenc	RG1	3418647	Lentivirus capartenc	Lentivirus capartenc
ce5cf33e-6094-e511-814c-000c2902c387	Thogotovirus upoluense	RG2	2956528	Thogotovirus upoluense	Upolu virus
cec8eb44-6094-e511-814c-000c2902c387	Orbivirus wadmedaniense	RG2	3431256	Orbivirus wadmedaniense	Orbivirus wadmedaniense
cf9b4864-7f17-ef11-8175-0050568253d3	Bacteriophages	RG1	38018	Bacteriophage sp.	Bacteriophages
d0aa899d-5f94-e511-814c-000c2902c387	Mastadenovirus blackbeardi	RG2	3241406	Mastadenovirus blackbeardi	Human adenovirus B
d0aa899d-5f94-e511-814c-000c2902c387	Mastadenovirus blackbeardi	RG2	3241406	Mastadenovirus blackbeardi	Mastadenovirus blackbeardi
d0b734fd-5f94-e511-814c-000c2902c387	Hapavirus marco	RG2	1972620	Hapavirus marco	Marco hapavirus
d0b734fd-5f94-e511-814c-000c2902c387	Hapavirus marco	RG2	1972620	Hapavirus marco	Marco virus
d0caeb44-6094-e511-814c-000c2902c387	Arurhavirus xiburema	RG3	2734373	Arurhavirus xiburema	Xiburema virus
d0fa56df-5f94-e511-814c-000c2902c387	Enterovirus alpharhino	RG2	3428501	Enterovirus alpharhino	Enterovirus alpharhino
d0fb69c7-5f94-e511-814c-000c2902c387	Coltivirus ixodis	RG2	3428067	Coltivirus ixodis	Coltivirus ixodis
d240e414-a38b-ed11-8160-0050568253d3	Alphainfluenzavirus influenzae H4N6	RG2	102800	H4N6 subtype	Alphainfluenzavirus influenzae H4N6
d27c181b-6094-e511-814c-000c2902c387	Teschovirus asilesi	RG1	3432768	Teschovirus asilesi	Porcine enterovirus 2
d27c181b-6094-e511-814c-000c2902c387	Teschovirus asilesi	RG1	3432768	Teschovirus asilesi	Porcine enterovirus 3
d27c181b-6094-e511-814c-000c2902c387	Teschovirus asilesi	RG1	3432768	Teschovirus asilesi	Porcine enterovirus 8
d27c181b-6094-e511-814c-000c2902c387	Teschovirus asilesi	RG1	3432768	Teschovirus asilesi	Porcine enterovirus A
d27c181b-6094-e511-814c-000c2902c387	Teschovirus asilesi	RG1	3432768	Teschovirus asilesi	Porcine teschovirus
d27c181b-6094-e511-814c-000c2902c387	Teschovirus asilesi	RG1	3432768	Teschovirus asilesi	Teschovirus asilesi
d2b934fd-5f94-e511-814c-000c2902c387	Betacoronavirus cameli	RG3	1335626	Middle East respiratory syndrome-related coronavirus	Middle East respiratory syndrome coronavirus (MERS-CoV)
d2b934fd-5f94-e511-814c-000c2902c387	Betacoronavirus cameli	RG3	1335626	Middle East respiratory syndrome-related coronavirus	Middle East respiratory syndrome-related coronavirus (MERS-CoV)
d2b934fd-5f94-e511-814c-000c2902c387	Betacoronavirus cameli	RG3	3433633	Betacoronavirus cameli	Betacoronavirus cameli
d2daefca-fce3-e711-8113-0050568253d3	Alphabaculovirus wisignatae	RG1	3048450	Alphabaculovirus wisignatae	Wiseana signata nucleopolyhedrovirus
d2f1fa38-6094-e511-814c-000c2902c387	Orthobunyavirus timboteuaense	RG2	3052450	Orthobunyavirus timboteuaense	Timboteua orthobunyavirus
d2f1fa38-6094-e511-814c-000c2902c387	Orthobunyavirus timboteuaense	RG2	3052450	Orthobunyavirus timboteuaense	Timboteua virus
d39c60cd-5f94-e511-814c-000c2902c387	Phlebovirus limboense	RG2	3431643	Phlebovirus limboense	Phlebovirus limboense
d42a7fa9-5f94-e511-814c-000c2902c387	Orthoflavivirus banziense	RG2	3047395	Orthoflavivirus banziense	Banzi virus
d47b665d-37c7-ed11-8164-0050568253d3	Alphainfluenzavirus influenzae H5N1	RG3	102793	H5N1 subtype	Alphainfluenzavirus influenzae H5N1
d54f0c27-6094-e511-814c-000c2902c387	Mammarenavirus brazilense	RG4	3052299	Mammarenavirus brazilense	Brazilian mammarenavirus
d54f0c27-6094-e511-814c-000c2902c387	Mammarenavirus brazilense	RG4	3052299	Mammarenavirus brazilense	Sabia mammarenavirus
d54f0c27-6094-e511-814c-000c2902c387	Mammarenavirus brazilense	RG4	3052299	Mammarenavirus brazilense	Sabia virus
d57141f1-5f94-e511-814c-000c2902c387	Lyssavirus lagos	RG3	38766	Lyssavirus lagos	Lagos bat lyssavirus
d57141f1-5f94-e511-814c-000c2902c387	Lyssavirus lagos	RG3	38766	Lyssavirus lagos	Lagos bat virus
d5df3cf7-5f94-e511-814c-000c2902c387	Orthobunyavirus lumboense	RG2	3052411	Orthobunyavirus lumboense	Lumbo orthobunyavirus
d5df3cf7-5f94-e511-814c-000c2902c387	Orthobunyavirus lumboense	RG2	3052411	Orthobunyavirus lumboense	Lumbo virus
d61250e5-5f94-e511-814c-000c2902c387	Isla Vista virus	RG3	42097	Isla Vista hantavirus	Isla Vista hantavirus
d61250e5-5f94-e511-814c-000c2902c387	Isla Vista virus	RG3	42097	Isla Vista hantavirus	Isla Vista virus
d6916bc1-5f94-e511-814c-000c2902c387	Orbivirus ruminantium	RG1	3431252	Orbivirus ruminantium	Ibaraki virus
d6916bc1-5f94-e511-814c-000c2902c387	Orbivirus ruminantium	RG1	3431252	Orbivirus ruminantium	Orbivirus ruminantium
d6f0fa38-6094-e511-814c-000c2902c387	Orthobunyavirus teteense	RG2	3052448	Orthobunyavirus teteense	Tete orthobunyavirus
d6f0fa38-6094-e511-814c-000c2902c387	Orthobunyavirus teteense	RG2	3052448	Orthobunyavirus teteense	Tete virus
d71e072d-6094-e511-814c-000c2902c387	Alphavirus semliki	RG2	3426317	Alphavirus semliki	Alphavirus semliki
d7863203-6094-e511-814c-000c2902c387	Hapavirus mossuril	RG2	1972622	Hapavirus mossuril	Mossuril hapavirus
d7863203-6094-e511-814c-000c2902c387	Hapavirus mossuril	RG2	1972622	Hapavirus mossuril	Mossuril virus
d7dc394b-231e-e811-8116-0050568253d3	Paraavulavirus wisconsinense	RG1	3052594	Paraavulavirus wisconsinense	Avian avulavirus 3
d7dc394b-231e-e811-8116-0050568253d3	Paraavulavirus wisconsinense	RG1	3052594	Paraavulavirus wisconsinense	Avian paraavulavirus 3
d7dc394b-231e-e811-8116-0050568253d3	Paraavulavirus wisconsinense	RG1	3052594	Paraavulavirus wisconsinense	Avian paramyxovirus 3
d9afc4ae-fee3-e711-8113-0050568253d3	Betabaculovirus arrapae	RG1	362830	Betabaculovirus arrapae	Artogeia rapae granulovirus
d9c08e7f-a44d-ee11-816c-0050568253d3	Vespertilionpoxvirus eptesipox	RG2	3433200	Vespertilionpoxvirus eptesipox	Vespertilionpoxvirus eptesipox
da1afa63-02e4-e711-8113-0050568253d3	Betabaculovirus plinterpunctellae	RG1	3048275	Betabaculovirus plinterpunctellae	Plodia interpunctella granulovirus
da36280f-6094-e511-814c-000c2902c387	Okhotskiy virus	RG2	1471048	Okhotskiy virus	Okhotskiy virus
db77515d-271e-e811-8116-0050568253d3	Betaarterivirus americense	RG1	2499685	Betaarterivirus americense	Betaarterivirus americense
db77515d-271e-e811-8116-0050568253d3	Betaarterivirus americense	RG1	2499685	Betaarterivirus americense	Porcine reproductive and respiratory syndrome virus 2
dbaa899d-5f94-e511-814c-000c2902c387	Mastadenovirus caesari	RG2	3241411	Mastadenovirus caesari	Human adenovirus C serotype 5
dbaa899d-5f94-e511-814c-000c2902c387	Mastadenovirus caesari	RG2	3241411	Mastadenovirus caesari	Mastadenovirus caesari
dc1050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae H1N9	RG2	170500	H1N9 subtype	Alphainfluenzavirus influenzae H1N9
dc4e0c27-6094-e511-814c-000c2902c387	Alphavirus rossriver	RG2	3426314	Alphavirus rossriver	Alphavirus rossriver
dcc9eb44-6094-e511-814c-000c2902c387	White spot syndrome virus	RG1	342409	Whispovirus xiabaidian	Whispovirus xiabaidian
dd1150e5-5f94-e511-814c-000c2902c387	Betainfluenzavirus influenzae	RG2	2955465	Betainfluenzavirus influenzae	Influenza B virus
dd40f9e9-06e1-e711-8113-0050568253d3	Alphabaculovirus agipsilonis	RG1	3047352	Alphabaculovirus agipsilonis	Agrotis ipsilon multiple nucleopolyhedrovirus
dd40f9e9-06e1-e711-8113-0050568253d3	Alphabaculovirus agipsilonis	RG1	3047352	Alphabaculovirus agipsilonis	Agrotis ipsilon nucleopolyhedrovirus
dd9d60cd-5f94-e511-814c-000c2902c387	Gammaretrovirus gibleu	RG1	3428953	Gammaretrovirus gibleu	Gammaretrovirus gibleu
ddb834fd-5f94-e511-814c-000c2902c387	Alphapolyomavirus quintihominis	RG2	1891726	Alphapolyomavirus quintihominis	Human polyomavirus 5
ddb834fd-5f94-e511-814c-000c2902c387	Alphapolyomavirus quintihominis	RG2	1891726	Alphapolyomavirus quintihominis	Human polyomavirus MCPyV
ddb834fd-5f94-e511-814c-000c2902c387	Alphapolyomavirus quintihominis	RG2	1891726	Alphapolyomavirus quintihominis	Merkel cell polyomavirus
de4d1371-9fe1-e711-8113-0050568253d3	Alphabaculovirus clabilineatae	RG1	3047759	Alphabaculovirus clabilineatae	Clanis bilineata nucleopolyhedrovirus
de500c27-6094-e511-814c-000c2902c387	Orthoflavivirus viejaense	RG3	3048311	Orthoflavivirus viejaense	Sal Vieja virus
de7241f1-5f94-e511-814c-000c2902c387	Orthoflavivirus langatense	RG2	3048175	Orthoflavivirus langatense	Langat virus
df2a7fa9-5f94-e511-814c-000c2902c387	Alphavirus barmah	RG2	3426294	Alphavirus barmah	Alphavirus barmah
df9f2ad5-d5e7-e611-8103-0050568253d3	Simian-Human immunodeficiency virus	RG3	57667	Simian-Human immunodeficiency virus	SHIV
e0853203-6094-e511-814c-000c2902c387	Molluscipoxvirus molluscum	RG2	3430922	Molluscipoxvirus molluscum	Molluscipoxvirus molluscum
e1191221-6094-e511-814c-000c2902c387	Orthohantavirus prospectense	RG2	3052492	Orthohantavirus prospectense	Prospect Hill orthohantavirus
e1191221-6094-e511-814c-000c2902c387	Orthohantavirus prospectense	RG2	3052492	Orthohantavirus prospectense	Prospect Hill virus
e18882a3-5f94-e511-814c-000c2902c387	Orthobunyavirus cuchillaense	RG2	1933176	Orthobunyavirus cuchillaense	Anopheles B orthobunyavirus
e18882a3-5f94-e511-814c-000c2902c387	Orthobunyavirus cuchillaense	RG2	1933176	Orthobunyavirus cuchillaense	Anopheles B virus
e1c36dbb-5f94-e511-814c-000c2902c387	Orthonairovirus chimense	RG3	3052511	Orthonairovirus chimense	Chim virus
e1effa38-6094-e511-814c-000c2902c387	Mammarenavirus tamiamiense	RG2	3052329	Mammarenavirus tamiamiense	Tamiami mammarenavirus
e1effa38-6094-e511-814c-000c2902c387	Mammarenavirus tamiamiense	RG2	3052329	Mammarenavirus tamiamiense	Tamiami virus
e1effa38-6094-e511-814c-000c2902c387	Mammarenavirus tamiamiense	RG2	3052329	Mammarenavirus tamiamiense	Tamiani virus
e2166832-7dba-f011-8187-0050568253d3	Orthobunyavirus cacheense	RG2	3052385	Orthobunyavirus cacheense	Cache Valley orthobunyavirus
e2166832-7dba-f011-8187-0050568253d3	Orthobunyavirus cacheense	RG2	3052385	Orthobunyavirus cacheense	Cache Valley virus
e2166832-7dba-f011-8187-0050568253d3	Orthobunyavirus cacheense	RG2	3052385	Orthobunyavirus cacheense	Cholul virus
e2166832-7dba-f011-8187-0050568253d3	Orthobunyavirus cacheense	RG2	3052385	Orthobunyavirus cacheense	Tlacotalpan virus
e25475b5-5f94-e511-814c-000c2902c387	Orthobunyavirus bunyamweraense	RG2	3052381	Orthobunyavirus bunyamweraense	Bunyamwera orthobunyavirus
e25475b5-5f94-e511-814c-000c2902c387	Orthobunyavirus bunyamweraense	RG2	3052381	Orthobunyavirus bunyamweraense	Germiston virus
e2957daf-5f94-e511-814c-000c2902c387	Lentivirus bovimdef	RG1	3418645	Lentivirus bovimdef	Lentivirus bovimdef
e2c42ccf-f2f4-ed11-8166-0050568253d3	Bandavirus dabieense	RG3	1003835	Severe fever with thrombocytopenia syndrome virus	Severe fever with thrombocytopenia syndrome virus (SFTSV)
e2c42ccf-f2f4-ed11-8166-0050568253d3	Bandavirus dabieense	RG3	2748958	Bandavirus dabieense	Huaiyangshan banyangvirus
e2f869c7-5f94-e511-814c-000c2902c387	Lymphocryptovirus humangamma4	RG2	10376	human gammaherpesvirus 4	Epstein-Barr virus (EBV)
e2f869c7-5f94-e511-814c-000c2902c387	Lymphocryptovirus humangamma4	RG2	3050299	Lymphocryptovirus humangamma4	Human gammaherpesvirus 4
e2f869c7-5f94-e511-814c-000c2902c387	Lymphocryptovirus humangamma4	RG2	3050299	Lymphocryptovirus humangamma4	Human herpesvirus 4
e33747eb-5f94-e511-814c-000c2902c387	Ephemerovirus kimberley	RG3	1972595	Ephemerovirus kimberley	Kimberley ephemerovirus
e33747eb-5f94-e511-814c-000c2902c387	Ephemerovirus kimberley	RG3	1972595	Ephemerovirus kimberley	Kimberley virus
e34158c5-a90c-e611-80f6-0050568253d3	Varicellovirus suidalpha1	RG2	10345	Suid alphaherpesvirus 1	Aujeszky's disease virus
e34158c5-a90c-e611-80f6-0050568253d3	Varicellovirus suidalpha1	RG2	3050355	Varicellovirus suidalpha1	Pseudorabies virus
e34158c5-a90c-e611-80f6-0050568253d3	Varicellovirus suidalpha1	RG2	3050355	Varicellovirus suidalpha1	Suid alphaherpesvirus 1
e36f41f1-5f94-e511-814c-000c2902c387	Ephemerovirus kotonkan	RG2	1972587	Ephemerovirus kotonkan	Kotonkan ephemerovirus
e36f41f1-5f94-e511-814c-000c2902c387	Ephemerovirus kotonkan	RG2	1972587	Ephemerovirus kotonkan	Kotonkan virus
e43547eb-5f94-e511-814c-000c2902c387	Quaranjavirus johnstonense	RG2	688437	Quaranjavirus johnstonense	Johnston Atoll quaranjavirus
e43547eb-5f94-e511-814c-000c2902c387	Quaranjavirus johnstonense	RG2	688437	Quaranjavirus johnstonense	Johnston Atoll virus
e4c8eb44-6094-e511-814c-000c2902c387	Orbivirus betamitchellense	RG2	3431239	Orbivirus betamitchellense	Orbivirus betamitchellense
e5873203-6094-e511-814c-000c2902c387	Orthorubulavirus parotitidis	RG2	3052560	Orthorubulavirus parotitidis	Mumps orthorubulavirus
e5873203-6094-e511-814c-000c2902c387	Orthorubulavirus parotitidis	RG2	3052560	Orthorubulavirus parotitidis	Mumps rubulavirus
e5873203-6094-e511-814c-000c2902c387	Orthorubulavirus parotitidis	RG2	3052560	Orthorubulavirus parotitidis	Mumps virus
e61f072d-6094-e511-814c-000c2902c387	Orthobunyavirus simbuense	RG2	3052441	Orthobunyavirus simbuense	Simbu orthobunyavirus
e61f072d-6094-e511-814c-000c2902c387	Orthobunyavirus simbuense	RG2	3052441	Orthobunyavirus simbuense	Simbu virus
e68d6bc1-5f94-e511-814c-000c2902c387	Orthoflavivirus cowboneense	RG2	3047770	Orthoflavivirus cowboneense	Cowbone Ridge virus
e6aa899d-5f94-e511-814c-000c2902c387	Mastadenovirus dominans	RG2	3241420	Mastadenovirus dominans	Human adenovirus D
e6aa899d-5f94-e511-814c-000c2902c387	Mastadenovirus dominans	RG2	3241420	Mastadenovirus dominans	Mastadenovirus dominans
e6fa56df-5f94-e511-814c-000c2902c387	Enterovirus cerhino	RG2	3428504	Enterovirus cerhino	Enterovirus cerhino
e71e072d-6094-e511-814c-000c2902c387	Sripuvirus madureira	RG3	1985696	Sripuvirus madureira	Sena Madureira sripuvirus
e71e072d-6094-e511-814c-000c2902c387	Sripuvirus madureira	RG3	1985696	Sripuvirus madureira	Sena Madureira virus
e7790c6f-2d67-eb11-8149-0050568253d3	Orthonairovirus qalyubense	RG2	3052532	Orthonairovirus qalyubense	Omo virus
e7790c6f-2d67-eb11-8149-0050568253d3	Orthonairovirus qalyubense	RG2	3052532	Orthonairovirus qalyubense	Qalyub orthonairovirus
e7790c6f-2d67-eb11-8149-0050568253d3	Orthonairovirus qalyubense	RG2	3052532	Orthonairovirus qalyubense	Qalyub virus
e7b734fd-5f94-e511-814c-000c2902c387	Orthobunyavirus maritubaense	RG2	3052418	Orthobunyavirus maritubaense	Marituba orthobunyavirus
e7b734fd-5f94-e511-814c-000c2902c387	Orthobunyavirus maritubaense	RG2	3052418	Orthobunyavirus maritubaense	Marituba virus
e87341f1-5f94-e511-814c-000c2902c387	Orbivirus lebomboense	RG2	3431248	Orbivirus lebomboense	Orbivirus lebomboense
e88f6bc1-5f94-e511-814c-000c2902c387	Barthadenovirus galloanserae	RG1	3426632	Barthadenovirus galloanserae	Barthadenovirus galloanserae
e88f6bc1-5f94-e511-814c-000c2902c387	Barthadenovirus galloanserae	RG1	3426632	Barthadenovirus galloanserae	Duck adenovirus type 1
